latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),snowfall (cm),precipitation (mm),snow_depth (m),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°)
2024-01-01T00:00,3.8,65,0.00,0.00,0.00,0.00,5.7,13.8,235,255
2024-01-01T01:00,3.8,60,0.00,0.00,0.00,0.00,6.0,13.1,245,262
2024-01-01T02:00,3.0,65,0.00,0.00,0.00,0.00,6.8,15.4,238,249
2024-01-01T03:00,2.5,68,0.00,0.00,0.00,0.00,8.4,17.7,245,257
2024-01-01T04:00,1.9,74,0.00,0.00,0.00,0.00,6.3,15.9,246,266
2024-01-01T05:00,1.8,76,0.00,0.00,0.00,0.00,8.9,20.4,243,256
2024-01-01T06:00,2.8,74,0.00,0.00,0.00,0.00,11.4,20.9,235,246
2024-01-01T07:00,2.9,74,0.00,0.00,0.00,0.00,9.7,18.3,239,248
2024-01-01T08:00,2.8,76,0.00,0.00,0.00,0.00,8.1,16.5,249,259
2024-01-01T09:00,0.7,88,0.00,0.00,0.00,0.00,7.5,14.5,253,264
2024-01-01T10:00,0.2,91,0.00,0.00,0.00,0.00,8.6,11.9,255,270
2024-01-01T11:00,1.5,88,0.00,0.00,0.00,0.00,3.7,9.4,281,288
2024-01-01T12:00,1.9,86,0.00,0.00,0.00,0.00,5.0,8.9,330,320
2024-01-01T13:00,3.2,81,0.00,0.00,0.00,0.00,4.7,9.4,302,310
2024-01-01T14:00,3.8,77,0.00,0.00,0.00,0.00,5.0,9.8,339,336
2024-01-01T15:00,4.7,72,0.00,0.00,0.00,0.00,6.8,9.4,357,358
2024-01-01T16:00,5.6,69,0.00,0.00,0.00,0.00,6.5,8.3,6,5
2024-01-01T17:00,6.7,64,0.00,0.00,0.00,0.00,6.2,7.6,7,5
2024-01-01T18:00,7.7,59,0.00,0.00,0.00,0.00,8.2,10.1,345,343
2024-01-01T19:00,7.5,59,0.00,0.00,0.00,0.00,8.6,10.3,338,335
2024-01-01T20:00,7.3,58,0.00,0.00,0.00,0.00,8.9,11.0,339,337
2024-01-01T21:00,7.0,59,0.00,0.00,0.00,0.00,8.0,12.1,342,343
2024-01-01T22:00,4.8,72,0.00,0.00,0.00,0.00,6.8,11.0,342,349
2024-01-01T23:00,3.3,79,0.00,0.00,0.00,0.00,7.1,11.3,345,353
2024-01-02T00:00,2.0,87,0.00,0.00,0.00,0.00,7.1,12.8,345,349
2024-01-02T01:00,2.2,79,0.00,0.00,0.00,0.00,11.2,24.3,327,333
2024-01-02T02:00,1.7,70,0.00,0.00,0.00,0.00,13.7,27.7,333,339
2024-01-02T03:00,0.7,73,0.00,0.00,0.00,0.00,14.3,27.5,342,346
2024-01-02T04:00,-0.3,78,0.00,0.00,0.00,0.00,13.7,26.9,346,348
2024-01-02T05:00,-1.1,78,0.00,0.00,0.00,0.00,12.8,25.8,344,345
2024-01-02T06:00,-1.8,79,0.00,0.00,0.00,0.00,12.4,25.0,343,345
2024-01-02T07:00,-2.2,79,0.00,0.00,0.00,0.00,10.8,23.0,345,346
2024-01-02T08:00,-2.8,80,0.00,0.00,0.00,0.00,9.7,21.7,345,349
2024-01-02T09:00,-3.4,83,0.00,0.00,0.00,0.00,8.8,21.1,348,351
2024-01-02T10:00,-3.9,87,0.00,0.00,0.00,0.00,8.4,20.3,350,353
2024-01-02T11:00,-4.2,88,0.00,0.00,0.00,0.00,7.0,18.6,348,350
2024-01-02T12:00,-4.6,89,0.00,0.00,0.00,0.00,6.4,17.7,344,348
2024-01-02T13:00,-2.8,80,0.00,0.00,0.00,0.00,8.1,16.7,315,327
2024-01-02T14:00,-0.9,67,0.00,0.00,0.00,0.00,9.0,13.5,323,326
2024-01-02T15:00,0.6,61,0.00,0.00,0.00,0.00,9.6,12.8,326,328
2024-01-02T16:00,2.2,59,0.00,0.00,0.00,0.00,9.2,11.7,312,313
2024-01-02T17:00,3.7,54,0.00,0.00,0.00,0.00,9.9,12.5,303,303
2024-01-02T18:00,4.8,50,0.00,0.00,0.00,0.00,10.8,13.7,300,300
2024-01-02T19:00,5.6,48,0.00,0.00,0.00,0.00,12.0,15.4,303,303
2024-01-02T20:00,5.7,47,0.00,0.00,0.00,0.00,11.8,15.4,301,303
2024-01-02T21:00,4.9,53,0.00,0.00,0.00,0.00,7.7,16.5,298,302
2024-01-02T22:00,1.5,69,0.00,0.00,0.00,0.00,9.6,16.6,283,292
2024-01-02T23:00,0.4,76,0.00,0.00,0.00,0.00,9.7,16.5,268,281
2024-01-03T00:00,0.0,79,0.00,0.00,0.00,0.00,7.6,18.4,262,276
2024-01-03T01:00,-0.1,78,0.00,0.00,0.00,0.00,7.6,19.7,270,279
2024-01-03T02:00,-0.6,80,0.00,0.00,0.00,0.00,8.5,22.2,282,295
2024-01-03T03:00,-0.6,76,0.00,0.00,0.00,0.00,8.6,22.7,285,297
2024-01-03T04:00,-1.1,77,0.00,0.00,0.00,0.00,7.8,20.9,283,297
2024-01-03T05:00,-1.5,80,0.00,0.00,0.00,0.00,8.0,20.6,278,295
2024-01-03T06:00,-1.6,81,0.00,0.00,0.00,0.00,8.8,22.4,279,294
2024-01-03T07:00,-2.0,84,0.00,0.00,0.00,0.00,8.0,20.3,275,295
2024-01-03T08:00,-2.2,85,0.00,0.00,0.00,0.00,8.0,20.4,275,296
2024-01-03T09:00,-2.3,85,0.00,0.00,0.00,0.00,8.0,20.6,278,297
2024-01-03T10:00,-2.2,84,0.00,0.00,0.00,0.00,8.0,20.8,280,300
2024-01-03T11:00,-2.1,83,0.00,0.00,0.00,0.00,7.6,19.8,278,299
2024-01-03T12:00,-1.9,82,0.00,0.00,0.00,0.00,7.7,19.3,281,299
2024-01-03T13:00,-0.6,77,0.00,0.00,0.00,0.00,9.8,20.3,276,295
2024-01-03T14:00,1.1,74,0.00,0.00,0.00,0.00,9.4,19.7,263,294
2024-01-03T15:00,3.0,65,0.00,0.00,0.00,0.00,10.2,13.5,302,304
2024-01-03T16:00,4.4,61,0.00,0.00,0.00,0.00,9.7,12.3,321,322
2024-01-03T17:00,5.4,58,0.00,0.00,0.00,0.00,10.7,13.8,310,311
2024-01-03T18:00,7.7,48,0.00,0.00,0.00,0.00,13.3,17.0,273,276
2024-01-03T19:00,7.4,50,0.00,0.00,0.00,0.00,13.3,17.3,267,268
2024-01-03T20:00,7.3,51,0.00,0.00,0.00,0.00,10.3,13.1,258,261
2024-01-03T21:00,5.9,59,0.00,0.00,0.00,0.00,8.9,17.3,212,225
2024-01-03T22:00,3.6,67,0.00,0.00,0.00,0.00,14.4,28.8,217,224
2024-01-03T23:00,3.1,69,0.00,0.00,0.00,0.00,13.0,27.5,236,238
2024-01-04T00:00,2.0,77,0.00,0.00,0.00,0.00,8.6,21.3,248,251
2024-01-04T01:00,1.7,75,0.00,0.00,0.00,0.00,8.2,19.4,293,292
2024-01-04T02:00,0.6,82,0.00,0.00,0.00,0.00,5.8,15.9,300,298
2024-01-04T03:00,-0.6,89,0.00,0.00,0.00,0.00,8.0,12.7,297,299
2024-01-04T04:00,-0.1,87,0.00,0.00,0.00,0.00,4.9,10.4,253,270
2024-01-04T05:00,0.9,81,0.00,0.00,0.00,0.00,4.3,10.8,270,274
2024-01-04T06:00,0.9,83,0.00,0.00,0.00,0.00,2.4,7.6,243,267
2024-01-04T07:00,0.8,86,0.00,0.00,0.00,0.00,4.3,8.9,222,243
2024-01-04T08:00,0.4,87,0.00,0.00,0.00,0.00,3.7,10.8,241,249
2024-01-04T09:00,0.3,86,0.00,0.00,0.00,0.00,5.8,14.2,240,246
2024-01-04T10:00,0.7,82,0.00,0.00,0.00,0.00,5.7,14.4,252,257
2024-01-04T11:00,0.5,85,0.00,0.00,0.00,0.00,5.3,13.6,242,258
2024-01-04T12:00,0.6,86,0.00,0.00,0.00,0.00,5.7,13.3,252,272
2024-01-04T13:00,1.1,84,0.00,0.00,0.00,0.00,4.2,10.1,239,287
2024-01-04T14:00,2.3,81,0.00,0.00,0.00,0.00,7.5,13.7,235,273
2024-01-04T15:00,3.9,72,0.00,0.00,0.00,0.00,7.6,12.5,270,282
2024-01-04T16:00,5.7,59,0.00,0.00,0.00,0.00,16.4,21.7,320,320
2024-01-04T17:00,6.8,49,0.00,0.00,0.00,0.00,23.1,30.4,326,326
2024-01-04T18:00,6.8,47,0.00,0.00,0.00,0.00,25.8,34.8,330,330
2024-01-04T19:00,6.4,47,0.00,0.00,0.00,0.00,26.9,37.0,325,326
2024-01-04T20:00,5.4,49,0.00,0.00,0.00,0.00,25.7,36.7,323,325
2024-01-04T21:00,4.3,42,0.00,0.00,0.00,0.00,23.5,36.8,319,321
2024-01-04T22:00,2.4,43,0.00,0.00,0.00,0.00,23.7,39.4,318,321
2024-01-04T23:00,0.8,43,0.00,0.00,0.00,0.00,23.3,39.0,322,324
2024-01-05T00:00,-0.4,40,0.00,0.00,0.00,0.00,23.4,39.6,326,329
2024-01-05T01:00,-0.1,40,0.00,0.00,0.00,0.00,24.6,40.8,325,327
2024-01-05T02:00,-1.0,43,0.00,0.00,0.00,0.00,22.1,37.2,326,328
2024-01-05T03:00,-2.1,49,0.00,0.00,0.00,0.00,21.3,36.6,330,331
2024-01-05T04:00,-3.0,54,0.00,0.00,0.00,0.00,20.5,35.0,329,331
2024-01-05T05:00,-3.8,57,0.00,0.00,0.00,0.00,18.5,32.2,331,333
2024-01-05T06:00,-4.2,59,0.00,0.00,0.00,0.00,17.6,31.1,329,332
2024-01-05T07:00,-4.5,60,0.00,0.00,0.00,0.00,17.0,30.3,328,332
2024-01-05T08:00,-4.7,62,0.00,0.00,0.00,0.00,15.1,27.7,327,330
2024-01-05T09:00,-4.8,65,0.00,0.00,0.00,0.00,11.8,24.0,322,327
2024-01-05T10:00,-5.0,69,0.00,0.00,0.00,0.00,9.9,21.8,314,322
2024-01-05T11:00,-5.1,71,0.00,0.00,0.00,0.00,8.0,19.5,297,309
2024-01-05T12:00,-5.3,74,0.00,0.00,0.00,0.00,7.2,18.4,276,293
2024-01-05T13:00,-4.2,70,0.00,0.00,0.00,0.00,10.1,18.9,266,294
2024-01-05T14:00,-2.3,60,0.00,0.00,0.00,0.00,11.5,16.7,268,277
2024-01-05T15:00,-0.9,52,0.00,0.00,0.00,0.00,12.4,16.1,287,290
2024-01-05T16:00,0.1,50,0.00,0.00,0.00,0.00,12.8,16.3,292,292
2024-01-05T17:00,1.1,48,0.00,0.00,0.00,0.00,12.8,16.1,286,286
2024-01-05T18:00,2.1,45,0.00,0.00,0.00,0.00,13.8,17.6,285,285
2024-01-05T19:00,2.8,44,0.00,0.00,0.00,0.00,13.1,16.8,279,279
2024-01-05T20:00,3.1,44,0.00,0.00,0.00,0.00,11.9,15.9,272,273
2024-01-05T21:00,2.4,49,0.00,0.00,0.00,0.00,8.2,15.4,247,254
2024-01-05T22:00,0.2,60,0.00,0.00,0.00,0.00,10.2,23.6,225,236
2024-01-05T23:00,-0.6,66,0.00,0.00,0.00,0.00,11.1,25.5,234,241
2024-01-06T00:00,-0.9,69,0.00,0.00,0.00,0.00,12.1,27.1,233,237
2024-01-06T01:00,-1.0,69,0.00,0.00,0.00,0.00,9.0,22.0,247,252
2024-01-06T02:00,-1.6,73,0.00,0.00,0.00,0.00,9.8,23.2,242,246
2024-01-06T03:00,-2.5,78,0.00,0.00,0.00,0.00,10.0,24.6,249,255
2024-01-06T04:00,-3.2,83,0.00,0.00,0.00,0.00,8.0,21.6,265,269
2024-01-06T05:00,-4.1,87,0.00,0.00,0.00,0.00,6.7,17.6,254,270
2024-01-06T06:00,-4.4,89,0.00,0.00,0.00,0.00,6.2,16.6,249,270
2024-01-06T07:00,-4.2,89,0.00,0.00,0.00,0.00,7.9,19.8,240,254
2024-01-06T08:00,-4.8,90,0.00,0.00,0.00,0.00,6.6,15.6,248,262
2024-01-06T09:00,-5.2,92,0.00,0.00,0.00,0.00,8.4,12.8,277,280
2024-01-06T10:00,-3.8,89,0.00,0.00,0.00,0.00,5.0,8.6,300,303
2024-01-06T11:00,-4.1,93,0.00,0.00,0.00,0.00,4.1,4.7,218,266
2024-01-06T12:00,-3.8,96,0.00,0.00,0.00,0.00,1.8,1.8,307,307
2024-01-06T13:00,-3.8,99,0.00,0.00,0.00,0.00,3.6,5.8,37,86
2024-01-06T14:00,-2.0,82,0.00,0.00,0.00,0.00,6.1,12.4,50,73
2024-01-06T15:00,-0.5,72,0.00,0.00,0.00,0.00,7.8,11.7,68,72
2024-01-06T16:00,0.9,68,0.00,0.00,0.00,0.00,9.3,12.6,74,77
2024-01-06T17:00,1.8,64,0.00,0.00,0.00,0.00,10.2,13.5,98,99
2024-01-06T18:00,2.3,69,0.00,0.00,0.00,0.00,13.3,18.1,92,96
2024-01-06T19:00,2.8,68,0.00,0.00,0.00,0.00,15.5,22.0,85,87
2024-01-06T20:00,2.1,77,0.00,0.14,0.20,0.00,14.7,23.4,62,76
2024-01-06T21:00,1.8,83,0.10,0.28,0.50,0.00,16.3,27.0,62,74
2024-01-06T22:00,1.3,92,0.20,0.70,1.20,0.01,17.6,29.4,64,75
2024-01-06T23:00,1.1,99,0.40,0.98,1.80,0.01,19.2,32.1,67,74
2024-01-07T00:00,1.0,100,0.70,1.61,3.00,0.02,21.5,35.5,67,77
2024-01-07T01:00,0.9,99,0.60,0.84,1.80,0.02,26.6,43.4,67,73
2024-01-07T02:00,1.1,98,0.80,0.07,0.90,0.02,28.5,45.7,62,67
2024-01-07T03:00,1.1,100,0.60,0.70,1.60,0.02,29.1,46.6,54,61
2024-01-07T04:00,1.5,100,0.80,0.00,0.80,0.02,25.9,42.2,51,59
2024-01-07T05:00,1.5,100,1.00,0.00,1.00,0.02,23.2,37.9,49,57
2024-01-07T06:00,1.6,99,0.50,0.00,0.50,0.02,26.2,41.9,46,49
2024-01-07T07:00,1.9,98,0.10,0.00,0.10,0.02,27.0,43.2,48,51
2024-01-07T08:00,2.2,97,0.00,0.00,0.00,0.02,26.2,42.3,43,48
2024-01-07T09:00,2.3,96,0.10,0.00,0.10,0.02,25.8,41.3,41,46
2024-01-07T10:00,2.3,96,0.10,0.00,0.10,0.02,22.9,37.5,33,41
2024-01-07T11:00,2.4,97,0.20,0.00,0.20,0.02,20.6,34.3,27,36
2024-01-07T12:00,2.5,96,0.30,0.00,0.30,0.02,19.4,32.4,18,29
2024-01-07T13:00,1.9,93,0.50,0.00,0.50,0.02,14.4,24.8,359,13
2024-01-07T14:00,1.6,95,1.00,0.00,1.00,0.02,14.3,23.1,342,356
2024-01-07T15:00,1.5,97,0.40,0.00,0.40,0.02,14.6,26.3,351,4
2024-01-07T16:00,1.4,98,0.40,0.42,1.00,0.02,21.5,30.8,308,315
2024-01-07T17:00,1.0,96,0.30,0.56,1.10,0.02,13.8,27.9,319,324
2024-01-07T18:00,1.5,93,0.20,0.00,0.20,0.02,13.9,25.8,329,332
2024-01-07T19:00,2.2,86,0.00,0.00,0.00,0.02,12.1,21.6,330,330
2024-01-07T20:00,2.5,84,0.00,0.00,0.00,0.02,9.0,18.7,337,332
2024-01-07T21:00,2.0,85,0.00,0.00,0.00,0.02,8.6,19.2,2,355
2024-01-07T22:00,1.3,86,0.00,0.00,0.00,0.02,9.4,19.8,360,358
2024-01-07T23:00,0.7,86,0.00,0.00,0.00,0.02,8.6,18.9,345,346
2024-01-08T00:00,-0.2,90,0.00,0.00,0.00,0.02,7.0,19.1,325,324
2024-01-08T01:00,0.2,86,0.00,0.00,0.00,0.02,12.9,29.2,300,303
2024-01-08T02:00,0.6,81,0.00,0.00,0.00,0.02,18.3,34.4,302,304
2024-01-08T03:00,0.2,81,0.00,0.00,0.00,0.02,16.3,31.5,305,309
2024-01-08T04:00,-0.5,85,0.00,0.00,0.00,0.02,11.4,25.6,305,309
2024-01-08T05:00,-0.6,86,0.00,0.00,0.00,0.02,11.6,26.3,306,310
2024-01-08T06:00,-0.5,84,0.00,0.00,0.00,0.02,13.6,28.3,310,312
2024-01-08T07:00,-0.3,83,0.00,0.00,0.00,0.02,13.8,28.0,311,314
2024-01-08T08:00,-0.8,83,0.00,0.00,0.00,0.02,12.3,26.7,310,314
2024-01-08T09:00,-0.4,80,0.00,0.00,0.00,0.02,15.8,30.6,315,319
2024-01-08T10:00,-0.6,79,0.00,0.00,0.00,0.02,15.3,30.1,319,323
2024-01-08T11:00,-0.9,79,0.00,0.00,0.00,0.02,15.5,30.7,314,320
2024-01-08T12:00,-0.8,77,0.00,0.00,0.00,0.02,16.1,31.3,312,317
2024-01-08T13:00,0.2,75,0.00,0.00,0.00,0.02,16.6,30.5,311,315
2024-01-08T14:00,2.0,69,0.00,0.00,0.00,0.02,20.1,30.7,317,320
2024-01-08T15:00,3.7,63,0.00,0.00,0.00,0.02,17.6,24.5,317,320
2024-01-08T16:00,4.6,60,0.00,0.00,0.00,0.02,15.5,20.6,312,314
2024-01-08T17:00,5.6,56,0.00,0.00,0.00,0.02,14.8,19.4,309,310
2024-01-08T18:00,6.1,53,0.00,0.00,0.00,0.02,15.0,19.3,314,315
2024-01-08T19:00,6.3,50,0.00,0.00,0.00,0.02,13.8,17.4,319,320
2024-01-08T20:00,6.2,50,0.00,0.00,0.00,0.02,11.7,15.3,317,317
2024-01-08T21:00,4.8,62,0.00,0.00,0.00,0.02,5.0,11.8,330,329
2024-01-08T22:00,4.1,58,0.00,0.00,0.00,0.02,6.2,7.8,353,347
2024-01-08T23:00,3.2,61,0.00,0.00,0.00,0.02,2.6,4.2,326,340
2024-01-09T00:00,2.3,64,0.00,0.00,0.00,0.02,0.0,0.8,270,297
2024-01-09T01:00,-2.5,87,0.00,0.00,0.00,0.02,9.0,15.4,293,303
2024-01-09T02:00,-3.2,90,0.00,0.00,0.00,0.02,8.4,11.5,310,311
2024-01-09T03:00,-2.8,92,0.00,0.00,0.00,0.02,4.9,5.7,306,325
2024-01-09T04:00,-3.6,96,0.00,0.00,0.00,0.02,4.0,1.8,297,281
2024-01-09T05:00,-3.7,97,0.00,0.00,0.00,0.02,2.7,1.6,337,207
2024-01-09T06:00,-4.1,95,0.00,0.00,0.00,0.02,2.9,2.6,353,214
2024-01-09T07:00,-4.3,96,0.00,0.00,0.00,0.02,4.2,3.8,20,107
2024-01-09T08:00,-4.6,98,0.00,0.00,0.00,0.02,4.0,6.2,27,111
2024-01-09T09:00,-3.4,97,0.00,0.00,0.00,0.02,5.7,12.2,55,109
2024-01-09T10:00,-3.2,96,0.00,0.00,0.00,0.02,6.1,12.6,45,121
2024-01-09T11:00,-1.9,90,0.00,0.00,0.00,0.02,6.0,14.2,65,117
2024-01-09T12:00,-1.2,88,0.00,0.00,0.00,0.02,7.1,13.3,49,109
2024-01-09T13:00,0.2,85,0.00,0.00,0.00,0.02,8.9,18.9,69,111
2024-01-09T14:00,2.7,81,0.00,0.00,0.00,0.02,6.4,19.6,106,133
2024-01-09T15:00,5.2,72,0.00,0.00,0.00,0.02,14.7,25.5,126,132
2024-01-09T16:00,5.4,75,0.10,0.00,0.10,0.02,21.5,35.0,125,127
2024-01-09T17:00,4.6,89,0.70,0.00,0.70,0.02,21.3,39.2,116,120
2024-01-09T18:00,5.2,90,0.60,0.00,0.60,0.02,25.8,45.0,117,119
2024-01-09T19:00,6.0,91,1.00,0.00,1.00,0.02,30.0,50.4,123,125
2024-01-09T20:00,6.2,92,1.50,0.00,1.50,0.02,33.2,55.2,119,121
2024-01-09T21:00,7.3,91,1.30,0.00,1.30,0.01,35.1,58.2,118,120
2024-01-09T22:00,8.6,92,1.00,0.00,1.00,0.01,33.4,55.2,123,126
2024-01-09T23:00,9.6,92,3.60,0.00,3.60,0.01,31.3,53.0,128,132
2024-01-10T00:00,10.2,91,3.70,0.00,3.70,0.01,32.3,54.2,136,140
2024-01-10T01:00,11.3,90,5.50,0.00,5.50,0.01,46.0,73.4,139,142
2024-01-10T02:00,11.8,91,5.70,0.00,5.70,0.01,46.0,73.3,147,149
2024-01-10T03:00,12.6,91,6.80,0.00,6.80,0.01,57.3,89.3,157,158
2024-01-10T04:00,13.1,92,6.50,0.00,6.50,0.01,48.6,76.6,168,168
2024-01-10T05:00,13.0,93,12.90,0.00,12.90,0.00,24.8,43.2,171,180
2024-01-10T06:00,13.1,92,8.30,0.00,8.30,0.00,36.2,60.7,149,154
2024-01-10T07:00,13.6,90,0.40,0.00,0.40,0.00,42.2,67.0,176,178
2024-01-10T08:00,13.8,90,0.00,0.00,0.00,0.00,27.5,46.1,206,209
2024-01-10T09:00,12.9,92,0.10,0.00,0.10,0.00,25.7,43.1,226,229
2024-01-10T10:00,10.9,86,0.00,0.00,0.00,0.00,28.1,46.4,257,260
2024-01-10T11:00,8.6,81,0.00,0.00,0.00,0.00,23.2,39.7,258,261
2024-01-10T12:00,7.2,75,0.00,0.00,0.00,0.00,21.7,38.3,259,261
2024-01-10T13:00,8.4,77,0.00,0.00,0.00,0.00,20.5,35.0,255,258
2024-01-10T14:00,8.6,70,0.00,0.00,0.00,0.00,26.9,42.0,262,264
2024-01-10T15:00,8.6,62,0.00,0.00,0.00,0.00,26.7,40.1,266,266
2024-01-10T16:00,9.0,55,0.00,0.00,0.00,0.00,35.3,50.0,258,258
2024-01-10T17:00,9.3,47,0.00,0.00,0.00,0.00,32.7,45.7,262,263
2024-01-10T18:00,9.6,44,0.00,0.00,0.00,0.00,38.5,54.1,262,262
2024-01-10T19:00,8.8,44,0.00,0.00,0.00,0.00,38.9,55.0,257,257
2024-01-10T20:00,8.6,46,0.00,0.00,0.00,0.00,32.0,48.1,256,257
2024-01-10T21:00,8.1,48,0.00,0.00,0.00,0.00,30.1,46.1,258,260
2024-01-10T22:00,6.8,51,0.00,0.00,0.00,0.00,24.5,40.2,253,255
2024-01-10T23:00,6.2,54,0.00,0.00,0.00,0.00,23.0,39.0,253,256
2024-01-11T00:00,5.6,56,0.00,0.00,0.00,0.00,21.0,36.2,254,257
2024-01-11T01:00,6.8,51,0.00,0.00,0.00,0.00,17.0,30.3,266,268
2024-01-11T02:00,5.6,63,0.00,0.00,0.00,0.00,14.8,28.7,252,258
2024-01-11T03:00,5.2,71,0.00,0.00,0.00,0.00,16.8,30.9,255,259
2024-01-11T04:00,5.2,67,0.00,0.00,0.00,0.00,19.7,34.5,255,259
2024-01-11T05:00,4.3,62,0.00,0.00,0.00,0.00,20.3,35.7,263,268
2024-01-11T06:00,3.8,64,0.00,0.00,0.00,0.00,16.6,30.6,270,272
2024-01-11T07:00,3.0,72,0.00,0.00,0.00,0.00,13.0,27.4,268,272
2024-01-11T08:00,2.2,78,0.00,0.00,0.00,0.00,10.6,25.3,260,264
2024-01-11T09:00,2.0,74,0.00,0.00,0.00,0.00,12.4,26.4,253,259
2024-01-11T10:00,1.2,74,0.00,0.00,0.00,0.00,12.0,26.2,249,257
2024-01-11T11:00,0.6,77,0.00,0.00,0.00,0.00,12.1,26.4,247,256
2024-01-11T12:00,0.1,80,0.00,0.00,0.00,0.00,12.1,26.9,247,254
2024-01-11T13:00,2.8,66,0.00,0.00,0.00,0.00,13.5,24.4,241,248
2024-01-11T14:00,4.1,63,0.00,0.00,0.00,0.00,13.4,20.3,243,250
2024-01-11T15:00,5.6,57,0.00,0.00,0.00,0.00,14.7,19.5,248,251
2024-01-11T16:00,6.7,51,0.00,0.00,0.00,0.00,17.3,22.6,253,253
2024-01-11T17:00,7.7,44,0.00,0.00,0.00,0.00,22.3,29.7,256,256
2024-01-11T18:00,7.9,45,0.00,0.00,0.00,0.00,22.9,30.2,251,250
2024-01-11T19:00,8.0,45,0.00,0.00,0.00,0.00,18.4,24.5,247,248
2024-01-11T20:00,8.1,46,0.00,0.00,0.00,0.00,15.8,21.6,246,246
2024-01-11T21:00,7.4,51,0.00,0.00,0.00,0.00,12.5,21.8,229,231
2024-01-11T22:00,4.8,63,0.00,0.00,0.00,0.00,8.7,22.1,222,226
2024-01-11T23:00,4.0,68,0.00,0.00,0.00,0.00,10.0,25.0,221,227
2024-01-12T00:00,4.7,65,0.00,0.00,0.00,0.00,15.8,31.1,223,229
2024-01-12T01:00,4.9,63,0.00,0.00,0.00,0.00,15.3,29.8,227,228
2024-01-12T02:00,5.0,62,0.00,0.00,0.00,0.00,12.0,25.0,249,242
2024-01-12T03:00,4.1,69,0.00,0.00,0.00,0.00,8.1,19.6,283,277
2024-01-12T04:00,3.1,74,0.00,0.00,0.00,0.00,12.0,25.5,219,237
2024-01-12T05:00,2.5,78,0.00,0.00,0.00,0.00,12.4,28.0,244,252
2024-01-12T06:00,2.0,82,0.00,0.00,0.00,0.00,11.3,27.0,263,268
2024-01-12T07:00,1.5,84,0.00,0.00,0.00,0.00,10.5,26.0,276,280
2024-01-12T08:00,1.2,83,0.00,0.00,0.00,0.00,10.0,25.3,291,296
2024-01-12T09:00,0.4,85,0.00,0.00,0.00,0.00,8.5,23.2,306,312
2024-01-12T10:00,-0.4,87,0.00,0.00,0.00,0.00,7.8,21.0,292,309
2024-01-12T11:00,-1.1,89,0.00,0.00,0.00,0.00,8.4,19.7,277,301
2024-01-12T12:00,-2.0,90,0.00,0.00,0.00,0.00,10.0,15.0,283,312
2024-01-12T13:00,0.3,88,0.00,0.00,0.00,0.00,5.1,12.2,266,304
2024-01-12T14:00,2.9,79,0.00,0.00,0.00,0.00,6.6,13.2,331,334
2024-01-12T15:00,5.4,69,0.00,0.00,0.00,0.00,5.4,9.0,356,355
2024-01-12T16:00,7.0,63,0.00,0.00,0.00,0.00,6.3,7.8,13,13
2024-01-12T17:00,7.8,58,0.00,0.00,0.00,0.00,5.2,6.5,106,109
2024-01-12T18:00,8.1,56,0.00,0.00,0.00,0.00,10.6,13.2,125,125
2024-01-12T19:00,8.1,51,0.00,0.00,0.00,0.00,16.5,21.4,134,132
2024-01-12T20:00,7.2,53,0.00,0.00,0.00,0.00,18.9,25.6,129,128
2024-01-12T21:00,6.1,68,0.00,0.00,0.00,0.00,16.3,25.9,125,125
2024-01-12T22:00,4.9,80,0.00,0.00,0.00,0.00,15.0,28.7,114,118
2024-01-12T23:00,5.3,82,0.00,0.00,0.00,0.00,16.4,31.0,119,123
2024-01-13T00:00,5.8,80,0.00,0.00,0.00,0.00,19.8,35.5,119,123
2024-01-13T01:00,6.2,81,0.00,0.00,0.00,0.00,22.1,37.4,114,116
2024-01-13T02:00,6.6,83,0.20,0.00,0.20,0.00,18.4,32.3,101,109
2024-01-13T03:00,6.7,87,0.60,0.00,0.60,0.00,20.5,35.7,89,99
2024-01-13T04:00,7.2,91,3.20,0.00,3.20,0.00,28.5,48.5,106,110
2024-01-13T05:00,8.1,92,1.80,0.00,1.80,0.00,32.1,53.6,110,112
2024-01-13T06:00,8.8,93,3.50,0.00,3.50,0.00,28.4,47.9,102,107
2024-01-13T07:00,10.3,92,6.80,0.00,6.80,0.00,30.7,51.3,124,128
2024-01-13T08:00,11.0,94,4.50,0.00,4.50,0.00,33.2,54.7,124,128
2024-01-13T09:00,11.6,92,1.60,0.00,1.60,0.00,30.5,50.8,123,125
2024-01-13T10:00,11.5,93,0.00,0.00,0.00,0.00,22.7,40.5,136,141
2024-01-13T11:00,11.1,95,0.60,0.00,0.60,0.00,14.8,29.4,141,158
2024-01-13T12:00,10.8,97,0.10,0.00,0.10,0.00,11.2,27.5,165,185
2024-01-13T13:00,14.4,91,0.00,0.00,0.00,0.00,20.5,37.5,204,206
2024-01-13T14:00,14.6,94,0.60,0.00,0.60,0.00,21.1,35.4,226,226
2024-01-13T15:00,14.1,84,0.10,0.00,0.10,0.00,28.0,42.3,235,236
2024-01-13T16:00,13.8,68,0.10,0.00,0.10,0.00,32.6,45.9,250,250
